Date,Open,High,Low,Close,Volume
2023-03-01,349.39,352.54,345.96,346.23,2717354
2023-03-02,343.99,349.78,340.49,349.1,3260264
2023-03-03,350.64,357.77,349.56,357.09,2396334
2023-03-06,358.06,358.86,353.73,357.05,1614160
2023-03-07,355.55,356.2,345.625,346.08,2048530
2023-03-08,346.19,349.69,345.17,349.29,1584632
2023-03-09,349.2,354.29,341.05,342.09,3177787
2023-03-10,338.87,339.93,326.03,327.67,4559749
2023-03-13,319.67,326.11,314.54,315.51,5660696
2023-03-14,324.77,326.38,318.945,322.15,3785873
2023-03-15,310.77,312.51,304.41,312.19,6596697
2023-03-16,309,318.32,304.92,315.09,4401879
2023-03-17,310.09,310.405,301.8731,303.54,6369764
2023-03-20,306.78,312.2,306.255,309.53,3963653
2023-03-21,317.62,320.32,315.35,317.28,3242359
2023-03-22,317.28,322.2206,313.49,313.67,2505897
2023-03-23,315.21,321.355,312.64,314.85,2585854
2023-03-24,310.15,312.75,305.36,312.57,2457182
2023-03-27,318.62,320.9,317.17,318.53,2300622
2023-03-28,319.09,320.605,316.12,318.44,1224463
2023-03-29,322.5,322.71,318.68,320.72,1475911
2023-03-30,324.56,324.87,319.88,321.14,1456528
2023-03-31,323.47,327.33,322.42,327.11,2281101
2023-04-03,326.14,328.98,323.155,326.52,1808836
2023-04-04,326.82,326.87,320.12,322.65,1536818
2023-04-05,319.62,322.2,319.37,321.53,1329340
2023-04-06,320.38,323.225,319.98,322.4,1310998
2023-04-10,322.4,324.99,321.31,324.96,1114386
2023-04-11,326.05,329.2,323.665,327.37,1559582
2023-04-12,331.72,332.07,327.18,330.24,1862442
2023-04-13,330.08,332.94,327,332.13,1765454
2023-04-14,336.53,339.63,334.32,336.92,2275657
2023-04-17,336,340.45,333.68,339.68,3012148
2023-04-18,328,336.55,326.13,333.91,7549535
2023-04-19,332.98,336.99,331.6703,336.89,2625397
2023-04-20,334.95,339.31,334.32,338.71,2218025
2023-04-21,339,342.3599,336,341.66,2278870
2023-04-24,341.99,345.06,341.53,343.96,1966254
2023-04-25,341,343.47,338.33,339.48,2138164
2023-04-26,337.58,340.6,334.64,336.56,2042094
2023-04-27,340.14,343.36,338.76,341.6,1768168
2023-04-28,340.05,344.1,339.7,343.44,1714119
2023-05-01,344.05,347.46,340.365,340.57,1375028
2023-05-02,339.01,339.89,330.0013,333.37,2397583
2023-05-03,332.36,334.83,328.25,328.65,1825366
2023-05-04,325.95,326.98,318.56,321.26,2965114
2023-05-05,325.06,327.8691,322.42,327.02,2413384
2023-05-08,329.64,330.3,325.67,326.51,1607368
2023-05-09,325.04,327.1799,323.295,324.77,1253285
2023-05-10,329.92,329.92,319.08,322.55,1752373
2023-05-11,319.66,321.94,318.18,320.72,1515390
2023-05-12,322.04,323.22,317.3201,319.5,1099060
2023-05-15,320.42,323.25,318.06,322.07,1178249
2023-05-16,322.5,323.07,320.495,320.81,1618975
2023-05-17,322.66,330.39,322.66,330.18,2098260
2023-05-18,330,330.6,325.66,329.58,1645540
2023-05-19,330,331.95,324.79,326.15,1546149
2023-05-22,326.15,327.34,322.43,324.92,1499004
2023-05-23,323.6,327.14,322.81,323.57,1551084
2023-05-24,320.39,321.9,318.8,319.81,1439076
2023-05-25,318.92,325.18,318.8,323.88,1618646
2023-05-26,324.72,332.87,324,332.01,2718654
2023-05-30,332.08,332.53,327.725,330.83,1998762
2023-05-31,326.07,327.25,321.815,323.9,2938032
2023-06-01,324.51,324.675,314.02,316.4,3339733
2023-06-02,318.235,325.2699,317.0491,323.65,3987763
2023-06-05,322.93,323.485,320.32,321.81,1462911
2023-06-06,322.43,328.07,321.4,326.8,1495628
2023-06-07,327.64,337.84,326.32,335.75,3382887
2023-06-08,335.36,336.33,331.34,335.47,2010162
2023-06-09,335.21,336.2,332.54,336.02,1703003
2023-06-12,338.44,340.09,336.35,339.49,2291289
2023-06-13,340.2,345.28,339.45,342.5,1772383
2023-06-14,344.78,347.73,337.23,338.42,1819396
2023-06-15,337.32,344,335.695,339.74,3322660
2023-06-16,341.38,341.4,337.1101,338.31,4544941
2023-06-20,335.32,335.38,329.23,330.72,3208987
2023-06-21,328.45,329.9999,324.92,325.07,2158659
2023-06-22,323.69,324.26,319.01,319.58,2412217
2023-06-23,316.56,317.71,314.07,314.71,2612014
2023-06-26,315.13,316.64,312.17,312.36,2480985
2023-06-27,312.41,315.68,310.56,313.45,2156849
2023-06-28,311.72,314.9,310.685,313.66,2423479
2023-06-29,317.85,325.5,316.25,323.09,3553574
2023-06-30,325.82,326.03,322.45,322.54,2361843
2023-07-03,322.41,329.4,322.41,326.61,1106831
2023-07-05,323.95,324.61,319.63,320.05,2561728
2023-07-06,318,318.64,312.84,313,2897815
2023-07-07,313.2,317.365,312.7,315.17,2903136
2023-07-10,316.67,320.08,316,316.47,1775938
2023-07-11,318.83,321.04,314.58,320.88,2042581
2023-07-12,324.58,333.3499,324.25,326.4,2741432
2023-07-13,327.35,329.28,325.6901,328.68,2787765
2023-07-14,331.99,332.475,325.02,326.19,1815195
2023-07-17,325.89,327.4899,324.36,327.2,1778480
2023-07-18,327.3,338.25,327.3,337.27,3899130
2023-07-19,338,345.88,331.3,340.55,6037364
2023-07-20,339.16,351.68,339.16,350.86,3915002
2023-07-21,351.78,355.08,346.7818,351.96,3217355
2023-07-24,352.83,361.62,352,358.93,3517526
2023-07-25,357.42,360.82,353.98,354.7,2892975
2023-07-26,354.49,360.26,354.28,357.56,2281562
2023-07-27,358.13,360.535,354.17,354.51,2010761
2023-07-28,356.11,356.5,351.61,353.23,1827589
2023-07-31,354.88,357.2,354.02,355.87,1385712
2023-08-01,354,357.87,353.39,357.72,2024407
2023-08-02,354.99,354.99,348.87,351.1,2107550
2023-08-03,349.99,355.2099,348.62,353.16,1840492
2023-08-04,353.34,358.73,352.51,353.22,1725271
2023-08-07,355.4,357.67,353.92,355.56,1260463
2023-08-08,351.7,352,342.03,348.26,1917387
2023-08-09,346.82,348.455,342.49,342.69,1326159
2023-08-10,344.07,347.26,339.8,340.4,1345914
2023-08-11,339.93,341.79,337.55,340.73,1256837
2023-08-14,337.41,338.45,334.86,337.74,1347039
2023-08-15,333.3,334.03,330.48,332.21,1657764
2023-08-16,330.54,332.92,328.97,329.11,3340306
2023-08-17,330,333.99,324,327.52,3135291
2023-08-18,324.32,327.62,323.195,324.93,1730485
2023-08-21,325.39,326.39,319.39,322.06,1983723
2023-08-22,322.48,322.64,318.31,318.79,1810287
2023-08-23,320.62,322.45,318,322.33,1429147
2023-08-24,322.15,327.49,319.51,319.96,1185557
2023-08-25,320.8,322.7199,318.1901,320.15,1159572
2023-08-28,321.34,326.6,321.34,325.97,1440275
2023-08-29,325.56,332.7,324.68,332.55,1831735
2023-08-30,330,331.91,327.65,328.58,1131451
2023-08-31,329.41,330.49,325.9575,327.71,1271233
2023-09-01,329.67,331.62,326.205,327.4,1201407
2023-09-05,327.34,328.48,322.625,323.75,1846007
2023-09-06,322.31,324.14,319.305,321.13,2120866
2023-09-07,320.62,324.22,320.13,321.96,1471138
2023-09-08,321.92,325.97,321.659,325.52,2026803
2023-09-11,328.26,330.1499,324.29,324.65,1283102
