REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,2026/03/05 08:00:00,5307.46,52.82,TRADE
VIC1,2026/03/05 08:05:00,5173.46,29.34,TRADE
VIC1,2026/03/05 08:10:00,5184.25,25.98,TRADE
VIC1,2026/03/05 08:15:00,5153.45,11.06,TRADE
VIC1,2026/03/05 08:20:00,5126.62,11.15,TRADE
VIC1,2026/03/05 08:25:00,4945.61,-7.25,TRADE
VIC1,2026/03/05 08:30:00,4986.95,19.18,TRADE
VIC1,2026/03/05 08:35:00,4834.07,-7.25,TRADE
VIC1,2026/03/05 08:40:00,4826.01,14.47,TRADE
VIC1,2026/03/05 08:45:00,4719.3,0.01,TRADE
VIC1,2026/03/05 08:50:00,4700.71,-4.75,TRADE
VIC1,2026/03/05 08:55:00,4560.64,-3.93,TRADE
VIC1,2026/03/05 09:00:00,4543.27,-3.89,TRADE
VIC1,2026/03/05 09:05:00,4470.88,0.77,TRADE
VIC1,2026/03/05 09:10:00,4362.28,-19.11,TRADE
VIC1,2026/03/05 09:15:00,4415.4,-3.99,TRADE
VIC1,2026/03/05 09:20:00,4340.43,-4.26,TRADE
VIC1,2026/03/05 09:25:00,4304,-4.26,TRADE
VIC1,2026/03/05 09:30:00,4163.63,-9.85,TRADE
VIC1,2026/03/05 09:35:00,4020.65,-7.99,TRADE
VIC1,2026/03/05 09:40:00,4080.43,-4.26,TRADE
VIC1,2026/03/05 09:45:00,3953.96,-9.85,TRADE
VIC1,2026/03/05 09:50:00,3959.1,-7.99,TRADE
VIC1,2026/03/05 09:55:00,3807.17,-11.50,TRADE
VIC1,2026/03/05 10:00:00,3812.18,-4.26,TRADE
VIC1,2026/03/05 10:05:00,3731.49,-7.79,TRADE
VIC1,2026/03/05 10:10:00,3737.07,-7.25,TRADE
VIC1,2026/03/05 10:15:00,3633.64,-9.98,TRADE
VIC1,2026/03/05 10:20:00,3620.29,-7.25,TRADE
VIC1,2026/03/05 10:25:00,3655.25,-7.82,TRADE
VIC1,2026/03/05 10:30:00,3686.18,-7.25,TRADE
VIC1,2026/03/05 10:35:00,3577.25,-7.72,TRADE
VIC1,2026/03/05 10:40:00,3578.62,-7.25,TRADE
VIC1,2026/03/05 10:45:00,3522.15,-6.01,TRADE
VIC1,2026/03/05 10:50:00,3473.08,-12.67,TRADE
VIC1,2026/03/05 10:55:00,3386.65,-12.67,TRADE
VIC1,2026/03/05 11:00:00,3358.15,-9.98,TRADE
VIC1,2026/03/05 11:05:00,3332.04,-6.01,TRADE
VIC1,2026/03/05 11:10:00,3254.9,-4.26,TRADE
VIC1,2026/03/05 11:15:00,3237.75,-4.26,TRADE
VIC1,2026/03/05 11:20:00,3197.11,-4.26,TRADE
VIC1,2026/03/05 11:25:00,3179.03,-4.26,TRADE
VIC1,2026/03/05 11:30:00,3049.85,-7.25,TRADE
VIC1,2026/03/05 11:35:00,3118.77,-4.75,TRADE
VIC1,2026/03/05 11:40:00,3128.88,-4.75,TRADE
VIC1,2026/03/05 11:45:00,3142.42,-4.75,TRADE
VIC1,2026/03/05 11:50:00,3207.53,-4.26,TRADE
VIC1,2026/03/05 11:55:00,3144.57,-4.75,TRADE
VIC1,2026/03/05 12:00:00,3063.54,-4.45,TRADE
VIC1,2026/03/05 12:05:00,3143.74,-3.20,TRADE
VIC1,2026/03/05 12:10:00,3117.89,-3.93,TRADE
VIC1,2026/03/05 12:15:00,3105.91,-4.45,TRADE
VIC1,2026/03/05 12:20:00,3150.67,-4.75,TRADE
VIC1,2026/03/05 12:25:00,3160.45,-4.26,TRADE
VIC1,2026/03/05 12:30:00,3145.27,-4.26,TRADE
VIC1,2026/03/05 12:35:00,3122.12,-4.45,TRADE
VIC1,2026/03/05 12:40:00,3058.1,-7.25,TRADE
VIC1,2026/03/05 12:45:00,3079.54,-7.77,TRADE
VIC1,2026/03/05 12:50:00,3099.98,-6.01,TRADE
VIC1,2026/03/05 12:55:00,3162.49,-4.45,TRADE
VIC1,2026/03/05 13:00:00,3042.03,-4.75,TRADE
VIC1,2026/03/05 13:05:00,3065.19,-4.45,TRADE
VIC1,2026/03/05 13:10:00,3093.72,-4.45,TRADE
VIC1,2026/03/05 13:15:00,3135.66,-7.25,TRADE
VIC1,2026/03/05 13:20:00,3210.06,-4.36,TRADE
VIC1,2026/03/05 13:25:00,3218.77,-4.45,TRADE
VIC1,2026/03/05 13:30:00,3214.21,-4.45,TRADE
VIC1,2026/03/05 13:35:00,3150.98,-4.75,TRADE
VIC1,2026/03/05 13:40:00,3250.09,-4.45,TRADE
VIC1,2026/03/05 13:45:00,3239.67,-7.25,TRADE
VIC1,2026/03/05 13:50:00,3320.22,-4.45,TRADE
VIC1,2026/03/05 13:55:00,3320.78,-7.25,TRADE
VIC1,2026/03/05 14:00:00,3379.04,-12.06,TRADE
VIC1,2026/03/05 14:05:00,3418.01,-12.67,TRADE
VIC1,2026/03/05 14:10:00,3339.36,-12.67,TRADE
VIC1,2026/03/05 14:15:00,3370.9,-16.03,TRADE
VIC1,2026/03/05 14:20:00,3338.25,-50.01,TRADE
VIC1,2026/03/05 14:25:00,3473.89,-18.93,TRADE
VIC1,2026/03/05 14:30:00,3457.89,-14.10,TRADE
VIC1,2026/03/05 14:35:00,3468.19,-20.41,TRADE
VIC1,2026/03/05 14:40:00,3558.67,-34.10,TRADE
VIC1,2026/03/05 14:45:00,3687.98,-12.51,TRADE
VIC1,2026/03/05 14:50:00,3624.05,-14.10,TRADE
VIC1,2026/03/05 14:55:00,3665.83,-14.10,TRADE
VIC1,2026/03/05 15:00:00,3732.24,-9.86,TRADE
VIC1,2026/03/05 15:05:00,3850.67,-7.25,TRADE
VIC1,2026/03/05 15:10:00,3912.62,-6.38,TRADE
VIC1,2026/03/05 15:15:00,3940.4,-7.25,TRADE
VIC1,2026/03/05 15:20:00,4012.8,-7.25,TRADE
VIC1,2026/03/05 15:25:00,4071.34,-4.45,TRADE
VIC1,2026/03/05 15:30:00,4027.93,-7.85,TRADE
VIC1,2026/03/05 15:35:00,4131.93,-15.47,TRADE
VIC1,2026/03/05 15:40:00,4185.27,-4.45,TRADE
VIC1,2026/03/05 15:45:00,4319.15,-4.32,TRADE
VIC1,2026/03/05 15:50:00,4388.39,-4.38,TRADE
VIC1,2026/03/05 15:55:00,4355.94,-4.36,TRADE
VIC1,2026/03/05 16:00:00,4522.91,-4.27,TRADE
VIC1,2026/03/05 16:05:00,4595.31,-0.10,TRADE
VIC1,2026/03/05 16:10:00,4469.86,-7.25,TRADE
VIC1,2026/03/05 16:15:00,4573.72,-4.75,TRADE
VIC1,2026/03/05 16:20:00,4632.58,0,TRADE
VIC1,2026/03/05 16:25:00,4653.24,-3.20,TRADE
VIC1,2026/03/05 16:30:00,4739.51,-2.74,TRADE
VIC1,2026/03/05 16:35:00,4873.09,-4.47,TRADE
VIC1,2026/03/05 16:40:00,4963.65,-4.48,TRADE
VIC1,2026/03/05 16:45:00,4978.82,-4.25,TRADE
VIC1,2026/03/05 16:50:00,5115.71,-1.25,TRADE
VIC1,2026/03/05 16:55:00,5204.39,0.01,TRADE
VIC1,2026/03/05 17:00:00,5285.15,0.01,TRADE
VIC1,2026/03/05 17:05:00,5356.41,0.01,TRADE
VIC1,2026/03/05 17:10:00,5303.39,8.95,TRADE
VIC1,2026/03/05 17:15:00,5392.47,11.10,TRADE
VIC1,2026/03/05 17:20:00,5511.66,63.06,TRADE
VIC1,2026/03/05 17:25:00,5621.72,64.98,TRADE
VIC1,2026/03/05 17:30:00,5688.67,90.77,TRADE
VIC1,2026/03/05 17:35:00,5829.3,90.74,TRADE
VIC1,2026/03/05 17:40:00,5837.21,92.44,TRADE
VIC1,2026/03/05 17:45:00,5849.99,92.77,TRADE
VIC1,2026/03/05 17:50:00,5834.66,92.90,TRADE
VIC1,2026/03/05 17:55:00,5919.3,114.69,TRADE
VIC1,2026/03/05 18:00:00,5906.98,109.89,TRADE
VIC1,2026/03/05 18:05:00,6018.8,111.70,TRADE
VIC1,2026/03/05 18:10:00,5949.49,100,TRADE
VIC1,2026/03/05 18:15:00,6064.98,115.67,TRADE
VIC1,2026/03/05 18:20:00,6020.37,115.26,TRADE
VIC1,2026/03/05 18:25:00,6111.06,112.79,TRADE
VIC1,2026/03/05 18:30:00,6009.9,109.73,TRADE
VIC1,2026/03/05 18:35:00,6053.37,120.79,TRADE
VIC1,2026/03/05 18:40:00,5974.32,99.69,TRADE
VIC1,2026/03/05 18:45:00,6043.89,117.34,TRADE
VIC1,2026/03/05 18:50:00,6013.56,115.67,TRADE
VIC1,2026/03/05 18:55:00,6007.3,107.85,TRADE
VIC1,2026/03/05 19:00:00,5997.81,111.84,TRADE
VIC1,2026/03/05 19:05:00,5960.07,105.50,TRADE
VIC1,2026/03/05 19:10:00,5838.36,100,TRADE
VIC1,2026/03/05 19:15:00,5864.62,99.69,TRADE
VIC1,2026/03/05 19:20:00,5981.7,93.33,TRADE
VIC1,2026/03/05 19:25:00,6013.95,99.69,TRADE
VIC1,2026/03/05 19:30:00,5855.53,90.66,TRADE
VIC1,2026/03/05 19:35:00,5939.75,100,TRADE
VIC1,2026/03/05 19:40:00,5934.59,100.09,TRADE
VIC1,2026/03/05 19:45:00,5914.95,100,TRADE
VIC1,2026/03/05 19:50:00,5893.49,96.52,TRADE
VIC1,2026/03/05 19:55:00,5794.02,100,TRADE
VIC1,2026/03/05 20:00:00,5816.45,105.06,TRADE
VIC1,2026/03/05 20:05:00,5738.69,105.06,TRADE
VIC1,2026/03/05 20:10:00,5641.63,114.57,TRADE
VIC1,2026/03/05 20:15:00,5538.75,102.10,TRADE
VIC1,2026/03/05 20:20:00,5519.19,115.67,TRADE
VIC1,2026/03/05 20:25:00,5549.3,105.34,TRADE
VIC1,2026/03/05 20:30:00,5555.7,113.74,TRADE
VIC1,2026/03/05 20:35:00,5401.74,100,TRADE
VIC1,2026/03/05 20:40:00,5484.87,105,TRADE
VIC1,2026/03/05 20:45:00,5442.02,85.67,TRADE
VIC1,2026/03/05 20:50:00,5440.03,100.60,TRADE
VIC1,2026/03/05 20:55:00,5333.22,86.10,TRADE
VIC1,2026/03/05 21:00:00,5306.76,79.48,TRADE
VIC1,2026/03/05 21:05:00,5304.47,82.37,TRADE
VIC1,2026/03/05 21:10:00,5248.26,100,TRADE
VIC1,2026/03/05 21:15:00,5202.9,86.25,TRADE
VIC1,2026/03/05 21:20:00,5226.57,92.27,TRADE
VIC1,2026/03/05 21:25:00,5184.48,91.63,TRADE
VIC1,2026/03/05 21:30:00,5191.93,77.89,TRADE
VIC1,2026/03/05 21:35:00,5164.47,85.45,TRADE
VIC1,2026/03/05 21:40:00,5035.97,73.25,TRADE
VIC1,2026/03/05 21:45:00,5090.61,66.98,TRADE
VIC1,2026/03/05 21:50:00,5041.18,65.41,TRADE
VIC1,2026/03/05 21:55:00,4934.32,60.55,TRADE
VIC1,2026/03/05 22:00:00,4962.99,58.29,TRADE
VIC1,2026/03/05 22:05:00,4930.92,63.81,TRADE
VIC1,2026/03/05 22:10:00,4958.45,100,TRADE
VIC1,2026/03/05 22:15:00,4901.95,63.28,TRADE
VIC1,2026/03/05 22:20:00,4785.91,61.63,TRADE
VIC1,2026/03/05 22:25:00,4810.28,62.80,TRADE
VIC1,2026/03/05 22:30:00,4829.8,69.64,TRADE
VIC1,2026/03/05 22:35:00,4754.44,69.75,TRADE
VIC1,2026/03/05 22:40:00,4743.94,76.64,TRADE
VIC1,2026/03/05 22:45:00,4698.39,62.54,TRADE
VIC1,2026/03/05 22:50:00,4770.19,77.38,TRADE
VIC1,2026/03/05 22:55:00,4763.82,63.45,TRADE
VIC1,2026/03/05 23:00:00,4804.99,65.32,TRADE
VIC1,2026/03/05 23:05:00,4863.93,78.59,TRADE
VIC1,2026/03/05 23:10:00,4892.71,69.83,TRADE
VIC1,2026/03/05 23:15:00,4914.19,69.82,TRADE
VIC1,2026/03/05 23:20:00,4933.9,64.85,TRADE
VIC1,2026/03/05 23:25:00,4914.97,66.28,TRADE
VIC1,2026/03/05 23:30:00,4925.56,66.19,TRADE
VIC1,2026/03/05 23:35:00,4940.99,90,TRADE
VIC1,2026/03/05 23:40:00,4850.47,71.39,TRADE
VIC1,2026/03/05 23:45:00,4787.2,67.64,TRADE
VIC1,2026/03/05 23:50:00,4806.65,68.18,TRADE
VIC1,2026/03/05 23:55:00,4799.58,67.62,TRADE
VIC1,2026/03/06 00:00:00,4764.18,69.12,TRADE
VIC1,2026/03/06 00:05:00,4754.82,65.26,TRADE
VIC1,2026/03/06 00:10:00,4705.45,68.75,TRADE
VIC1,2026/03/06 00:15:00,4687.98,72.83,TRADE
VIC1,2026/03/06 00:20:00,4673.84,72.74,TRADE
VIC1,2026/03/06 00:25:00,4566.13,61.31,TRADE
VIC1,2026/03/06 00:30:00,4607.31,58.03,TRADE
VIC1,2026/03/06 00:35:00,4532.02,64.52,TRADE
VIC1,2026/03/06 00:40:00,4518.21,67.30,TRADE
VIC1,2026/03/06 00:45:00,4518.14,65.08,TRADE
VIC1,2026/03/06 00:50:00,4507.79,65.55,TRADE
VIC1,2026/03/06 00:55:00,4499.39,66,TRADE
VIC1,2026/03/06 01:00:00,4551.77,61.76,TRADE
VIC1,2026/03/06 01:05:00,4538.98,69.97,TRADE
VIC1,2026/03/06 01:10:00,4511.59,83.32,TRADE
VIC1,2026/03/06 01:15:00,4500.18,74.61,TRADE
VIC1,2026/03/06 01:20:00,4478.96,69.36,TRADE
VIC1,2026/03/06 01:25:00,4474.8,66.56,TRADE
VIC1,2026/03/06 01:30:00,4430.19,61.60,TRADE
VIC1,2026/03/06 01:35:00,4347.43,69.06,TRADE
VIC1,2026/03/06 01:40:00,4384.25,75.70,TRADE
VIC1,2026/03/06 01:45:00,4319.26,68.51,TRADE
VIC1,2026/03/06 01:50:00,4352.72,65.50,TRADE
VIC1,2026/03/06 01:55:00,4353.03,73.28,TRADE
VIC1,2026/03/06 02:00:00,4270.97,64.99,TRADE
VIC1,2026/03/06 02:05:00,4352.33,74.75,TRADE
VIC1,2026/03/06 02:10:00,4345.4,73.59,TRADE
VIC1,2026/03/06 02:15:00,4333.54,74.74,TRADE
VIC1,2026/03/06 02:20:00,4265.5,71.98,TRADE
VIC1,2026/03/06 02:25:00,4252.35,71.92,TRADE
VIC1,2026/03/06 02:30:00,4305.53,72.50,TRADE
VIC1,2026/03/06 02:35:00,4298.69,73.99,TRADE
VIC1,2026/03/06 02:40:00,4245.52,72.32,TRADE
VIC1,2026/03/06 02:45:00,4323.45,75.71,TRADE
VIC1,2026/03/06 02:50:00,4287.77,75.60,TRADE
VIC1,2026/03/06 02:55:00,4314.19,74.73,TRADE
VIC1,2026/03/06 03:00:00,4226.05,72.72,TRADE
VIC1,2026/03/06 03:05:00,4251.41,73.35,TRADE
VIC1,2026/03/06 03:10:00,4253.98,73.35,TRADE
VIC1,2026/03/06 03:15:00,4321.6,76.64,TRADE
VIC1,2026/03/06 03:20:00,4333.55,75.76,TRADE
VIC1,2026/03/06 03:25:00,4329.02,75.68,TRADE
VIC1,2026/03/06 03:30:00,4323.61,90.79,TRADE
VIC1,2026/03/06 03:35:00,4325.15,90.93,TRADE
VIC1,2026/03/06 03:40:00,4338.15,90.76,TRADE
VIC1,2026/03/06 03:45:00,4267.21,90.91,TRADE
VIC1,2026/03/06 03:50:00,4295.38,90.81,TRADE
VIC1,2026/03/06 03:55:00,4380.71,92.09,TRADE
VIC1,2026/03/06 04:00:00,4439.09,94.15,TRADE
VIC1,2026/03/06 04:05:00,4377.87,77.20,TRADE
VIC1,2026/03/06 04:10:00,4487.04,93.45,TRADE
VIC1,2026/03/06 04:15:00,4478.1,94.18,TRADE
VIC1,2026/03/06 04:20:00,4518.78,94.01,TRADE
VIC1,2026/03/06 04:25:00,4511.99,94.05,TRADE
VIC1,2026/03/06 04:30:00,4493.14,92.53,TRADE
VIC1,2026/03/06 04:35:00,4518.17,92.45,TRADE
VIC1,2026/03/06 04:40:00,4605.32,91.91,TRADE
VIC1,2026/03/06 04:45:00,4651.62,92.01,TRADE
VIC1,2026/03/06 04:50:00,4586.87,81.64,TRADE
VIC1,2026/03/06 04:55:00,4707.05,100,TRADE
VIC1,2026/03/06 05:00:00,4728.23,99.67,TRADE
VIC1,2026/03/06 05:05:00,4775.46,95.26,TRADE
VIC1,2026/03/06 05:10:00,4797.69,99.67,TRADE
VIC1,2026/03/06 05:15:00,4825.35,93.23,TRADE
VIC1,2026/03/06 05:20:00,4872.71,90.66,TRADE
VIC1,2026/03/06 05:25:00,4902.97,91.16,TRADE
VIC1,2026/03/06 05:30:00,5031.66,90.66,TRADE
VIC1,2026/03/06 05:35:00,5086.77,90.66,TRADE
VIC1,2026/03/06 05:40:00,5178.2,91.24,TRADE
VIC1,2026/03/06 05:45:00,5207.2,90.66,TRADE
VIC1,2026/03/06 05:50:00,5264.35,90.77,TRADE
VIC1,2026/03/06 05:55:00,5323.66,100,TRADE
VIC1,2026/03/06 06:00:00,5340.14,90.66,TRADE
VIC1,2026/03/06 06:05:00,5330.98,96.05,TRADE
VIC1,2026/03/06 06:10:00,5434.75,105.06,TRADE
VIC1,2026/03/06 06:15:00,5483.75,106.48,TRADE
VIC1,2026/03/06 06:20:00,5534.64,105.54,TRADE
VIC1,2026/03/06 06:25:00,5536.19,114.23,TRADE
VIC1,2026/03/06 06:30:00,5567.62,117.23,TRADE
VIC1,2026/03/06 06:35:00,5636.3,118.43,TRADE
VIC1,2026/03/06 06:40:00,5537.46,120.39,TRADE
VIC1,2026/03/06 06:45:00,5665.45,119.74,TRADE
VIC1,2026/03/06 06:50:00,5678.49,100,TRADE
VIC1,2026/03/06 06:55:00,5614.13,98.10,TRADE
VIC1,2026/03/06 07:00:00,5563.01,82.70,TRADE
VIC1,2026/03/06 07:05:00,5586.07,90.08,TRADE
VIC1,2026/03/06 07:10:00,5579.26,72.69,TRADE
VIC1,2026/03/06 07:15:00,5521.99,65.56,TRADE
VIC1,2026/03/06 07:20:00,5493.1,60.65,TRADE
VIC1,2026/03/06 07:25:00,5469.83,56.56,TRADE
VIC1,2026/03/06 07:30:00,5429.39,52.10,TRADE
VIC1,2026/03/06 07:35:00,5415.32,55.50,TRADE
VIC1,2026/03/06 07:40:00,5307.99,54.47,TRADE
VIC1,2026/03/06 07:45:00,5267.15,54.43,TRADE
VIC1,2026/03/06 07:50:00,5253.73,26.92,TRADE
VIC1,2026/03/06 07:55:00,5179.49,7.81,TRADE
VIC1,2026/03/06 08:00:00,5165.45,12.71,TRADE
VIC1,2026/03/06 08:05:00,5153.08,12.71,TRADE
VIC1,2026/03/06 08:10:00,5163.01,12.71,TRADE
VIC1,2026/03/06 08:15:00,5087.22,0,TRADE
VIC1,2026/03/06 08:20:00,5052.69,1.01,TRADE
VIC1,2026/03/06 08:25:00,5071.06,8.95,TRADE
VIC1,2026/03/06 08:30:00,4976,1.01,TRADE
VIC1,2026/03/06 08:35:00,4895.85,8.95,TRADE
VIC1,2026/03/06 08:40:00,4910.47,8.95,TRADE
VIC1,2026/03/06 08:45:00,4748.35,-4.25,TRADE
VIC1,2026/03/06 08:50:00,4765.54,5.80,TRADE
VIC1,2026/03/06 08:55:00,4736.5,5.81,TRADE
VIC1,2026/03/06 09:00:00,4750.97,8.95,TRADE
VIC1,2026/03/06 09:05:00,4620.62,12.71,TRADE
VIC1,2026/03/06 09:10:00,4712.08,18.87,TRADE
VIC1,2026/03/06 09:15:00,4610.53,18.72,TRADE
VIC1,2026/03/06 09:20:00,4614.08,12.71,TRADE
VIC1,2026/03/06 09:25:00,4500.29,13.18,TRADE
VIC1,2026/03/06 09:30:00,4447.15,54.69,TRADE
VIC1,2026/03/06 09:35:00,4449.11,56.81,TRADE
VIC1,2026/03/06 09:40:00,4527.52,79.72,TRADE
VIC1,2026/03/06 09:45:00,4509.88,32.05,TRADE
VIC1,2026/03/06 09:50:00,4415.72,13.21,TRADE
VIC1,2026/03/06 09:55:00,4398.21,12.71,TRADE
VIC1,2026/03/06 10:00:00,4411.17,12.71,TRADE
VIC1,2026/03/06 10:05:00,4357.65,8.95,TRADE
VIC1,2026/03/06 10:10:00,4360.34,8.95,TRADE
VIC1,2026/03/06 10:15:00,4203.59,4.82,TRADE
VIC1,2026/03/06 10:20:00,4234.26,5.26,TRADE
VIC1,2026/03/06 10:25:00,4146.18,0,TRADE
VIC1,2026/03/06 10:30:00,4131.93,19.72,TRADE
VIC1,2026/03/06 10:35:00,4069.19,8.95,TRADE
VIC1,2026/03/06 10:40:00,4070.51,2.60,TRADE
VIC1,2026/03/06 10:45:00,4008.9,1.69,TRADE
VIC1,2026/03/06 10:50:00,3956.9,1.67,TRADE
VIC1,2026/03/06 10:55:00,3986.57,8.95,TRADE
VIC1,2026/03/06 11:00:00,3912.2,1.69,TRADE
VIC1,2026/03/06 11:05:00,3833.58,5.78,TRADE
VIC1,2026/03/06 11:10:00,3801.89,0.01,TRADE
VIC1,2026/03/06 11:15:00,3770.74,8.95,TRADE
VIC1,2026/03/06 11:20:00,3680.92,0.01,TRADE
VIC1,2026/03/06 11:25:00,3569.68,0.01,TRADE
VIC1,2026/03/06 11:30:00,3472.06,0.01,TRADE
VIC1,2026/03/06 11:35:00,3446.16,0.01,TRADE
VIC1,2026/03/06 11:40:00,3433.38,0.01,TRADE
VIC1,2026/03/06 11:45:00,3390.73,0,TRADE
VIC1,2026/03/06 11:50:00,3353.26,0.01,TRADE
VIC1,2026/03/06 11:55:00,3305.56,8.95,TRADE
VIC1,2026/03/06 12:00:00,3211.11,0.01,TRADE
VIC1,2026/03/06 12:05:00,3202.32,-6.01,TRADE
VIC1,2026/03/06 12:10:00,3218.97,0.01,TRADE
VIC1,2026/03/06 12:15:00,3173.11,-6.01,TRADE
VIC1,2026/03/06 12:20:00,3222.87,0.01,TRADE
VIC1,2026/03/06 12:25:00,3160.81,-4.75,TRADE
VIC1,2026/03/06 12:30:00,3157.78,-7.99,TRADE
VIC1,2026/03/06 12:35:00,3176.12,-4.75,TRADE
VIC1,2026/03/06 12:40:00,3159.87,-7.25,TRADE
VIC1,2026/03/06 12:45:00,3241.72,-4.25,TRADE
VIC1,2026/03/06 12:50:00,3198.64,-4.26,TRADE
VIC1,2026/03/06 12:55:00,3218.33,0.01,TRADE
VIC1,2026/03/06 13:00:00,3103.12,-4.26,TRADE
VIC1,2026/03/06 13:05:00,3225.4,0,TRADE
VIC1,2026/03/06 13:10:00,3155.52,-6.01,TRADE
VIC1,2026/03/06 13:15:00,3110.57,-6.01,TRADE
VIC1,2026/03/06 13:20:00,3171.51,-4.75,TRADE
VIC1,2026/03/06 13:25:00,3167.08,0,TRADE
VIC1,2026/03/06 13:30:00,3129.71,-12.67,TRADE
VIC1,2026/03/06 13:35:00,3283.61,-12.67,TRADE
VIC1,2026/03/06 13:40:00,3330.48,-9.98,TRADE
VIC1,2026/03/06 13:45:00,3283.48,-4.26,TRADE
VIC1,2026/03/06 13:50:00,3317.8,-7.99,TRADE
VIC1,2026/03/06 13:55:00,3370.79,-4.75,TRADE
VIC1,2026/03/06 14:00:00,3358.68,-4.75,TRADE
VIC1,2026/03/06 14:05:00,3401.9,-4.75,TRADE
VIC1,2026/03/06 14:10:00,3326.41,-12.67,TRADE
VIC1,2026/03/06 14:15:00,3404.35,-12.67,TRADE
VIC1,2026/03/06 14:20:00,3512.62,-4.11,TRADE
VIC1,2026/03/06 14:25:00,3384.14,-7.99,TRADE
VIC1,2026/03/06 14:30:00,3525.22,-7.99,TRADE
VIC1,2026/03/06 14:35:00,3567.42,-4.75,TRADE
VIC1,2026/03/06 14:40:00,3639,-7.99,TRADE
VIC1,2026/03/06 14:45:00,3747.63,-7.99,TRADE
VIC1,2026/03/06 14:50:00,3719.15,-7.99,TRADE
VIC1,2026/03/06 14:55:00,3861.32,-4.26,TRADE
VIC1,2026/03/06 15:00:00,3894.32,-4.75,TRADE
VIC1,2026/03/06 15:05:00,3929.2,-11.45,TRADE
VIC1,2026/03/06 15:10:00,4015.91,-7.99,TRADE
VIC1,2026/03/06 15:15:00,4014.4,-4.25,TRADE
VIC1,2026/03/06 15:20:00,4150.71,-4.26,TRADE
VIC1,2026/03/06 15:25:00,4101.79,-4.75,TRADE
VIC1,2026/03/06 15:30:00,4183.22,-4.26,TRADE
VIC1,2026/03/06 15:35:00,4250.4,-4.26,TRADE
VIC1,2026/03/06 15:40:00,4321.99,-4.25,TRADE
VIC1,2026/03/06 15:45:00,4398.04,2,TRADE
VIC1,2026/03/06 15:50:00,4466.02,8.95,TRADE
VIC1,2026/03/06 15:55:00,4531.47,8.95,TRADE
VIC1,2026/03/06 16:00:00,4526.27,8.95,TRADE
VIC1,2026/03/06 16:05:00,4722.12,12.75,TRADE
VIC1,2026/03/06 16:10:00,4732.45,8.95,TRADE
VIC1,2026/03/06 16:15:00,4821.07,13.35,TRADE
VIC1,2026/03/06 16:20:00,4815.61,-0.77,TRADE
VIC1,2026/03/06 16:25:00,4889.52,8.75,TRADE
VIC1,2026/03/06 16:30:00,4965.52,8.95,TRADE
VIC1,2026/03/06 16:35:00,5113.23,9.57,TRADE
VIC1,2026/03/06 16:40:00,5187.28,8.95,TRADE
VIC1,2026/03/06 16:45:00,5305.23,12.71,TRADE
VIC1,2026/03/06 16:50:00,5372.55,12.79,TRADE
VIC1,2026/03/06 16:55:00,5491.04,12.71,TRADE
VIC1,2026/03/06 17:00:00,5556.9,12.71,TRADE
VIC1,2026/03/06 17:05:00,5469.43,8.95,TRADE
VIC1,2026/03/06 17:10:00,5523.35,9.62,TRADE
VIC1,2026/03/06 17:15:00,5607.12,9.38,TRADE
VIC1,2026/03/06 17:20:00,5639.58,40.01,TRADE
VIC1,2026/03/06 17:25:00,5737.84,93.01,TRADE
VIC1,2026/03/06 17:30:00,5805.52,94.46,TRADE
VIC1,2026/03/06 17:35:00,5818.19,90.37,TRADE
VIC1,2026/03/06 17:40:00,5895.73,87.94,TRADE
VIC1,2026/03/06 17:45:00,5933.29,87.46,TRADE
VIC1,2026/03/06 17:50:00,5960.74,99.67,TRADE
VIC1,2026/03/06 17:55:00,5870.24,74.02,TRADE
VIC1,2026/03/06 18:00:00,5963.99,86.31,TRADE
VIC1,2026/03/06 18:05:00,5999.7,77.57,TRADE
VIC1,2026/03/06 18:10:00,6033.91,74.68,TRADE
VIC1,2026/03/06 18:15:00,5964.77,74.68,TRADE
VIC1,2026/03/06 18:20:00,6064.11,74.68,TRADE
VIC1,2026/03/06 18:25:00,6038.38,74.68,TRADE
VIC1,2026/03/06 18:30:00,6048.15,87.37,TRADE
VIC1,2026/03/06 18:35:00,6001.63,74.68,TRADE
VIC1,2026/03/06 18:40:00,5899.3,75.19,TRADE
VIC1,2026/03/06 18:45:00,5886.43,74.02,TRADE
VIC1,2026/03/06 18:50:00,5973.97,87.03,TRADE
VIC1,2026/03/06 18:55:00,5919.84,77.72,TRADE
VIC1,2026/03/06 19:00:00,5884.43,81.34,TRADE
VIC1,2026/03/06 19:05:00,5861.05,87.26,TRADE
VIC1,2026/03/06 19:10:00,5834.17,85.16,TRADE
VIC1,2026/03/06 19:15:00,5735.71,74.82,TRADE
VIC1,2026/03/06 19:20:00,5713.97,80.16,TRADE
VIC1,2026/03/06 19:25:00,5750.77,74.68,TRADE
VIC1,2026/03/06 19:30:00,5703.91,74.68,TRADE
VIC1,2026/03/06 19:35:00,5651.29,74.83,TRADE
VIC1,2026/03/06 19:40:00,5570.78,80.60,TRADE
VIC1,2026/03/06 19:45:00,5626.7,83.03,TRADE
VIC1,2026/03/06 19:50:00,5605.5,84.84,TRADE
VIC1,2026/03/06 19:55:00,5502.23,81.82,TRADE
VIC1,2026/03/06 20:00:00,5551.54,82.94,TRADE
